ID,Requirement Name,Requirement Text,Activity Name,Combined Score,Semantic Score,BM25 Score,Lexical Score,Entity Score
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",3.1.1 Monitor Safety Standards (Automated safety checks),1.425,0.303,4.974,0.0,0.0
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",8.2.2 Adjust Attitude,1.394,0.012,5.548,0.0,0.0
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",7.1.7 Provide Structural Surface,1.378,0.151,5.148,0.0,0.0
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,2.4.1 Monitor Radiation Levels,2.221,0.221,8.355,0.0,0.0
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,2.1.1.1 Conduct Autonomous Diagnostics,1.379,0.325,4.734,0.0,0.0
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,8.1.1 Monitor Orbital Parameters,1.118,0.123,4.177,0.0,0.0
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,3.1.1 Monitor Safety Standards (Automated safety checks),0.761,0.373,2.149,0.0,0.0
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,8.1.3 Monitor Attitude,0.66,0.074,2.461,0.0,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",2.4.2 Analyze Radiation Exposure Data,3.815,0.151,14.88,0.043,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",7.1.1 Receive and Secure Modules in Orbit,1.486,0.514,4.694,0.043,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",4.1.3.2 Update Inventory,1.304,0.096,4.984,0.0,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",5.2.1 Receive Remote Commands,1.298,0.19,4.716,0.045,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",4.2.1 Schedule Resupply Operations (Automated scheduling),1.284,0.31,4.373,0.042,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,2.4.3 Adjust Operations for Radiation Protection,2.363,0.232,8.898,0.0,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,7.1.3 Install Hardware Modules,1.306,0.0,5.226,0.0,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,3.1.3 Implement Policy Changes,1.085,0.072,4.165,0.0,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.826,0.086,3.096,0.0,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,4.2.2 Coordinate Resource Transfers (Remote coordination),0.792,0.134,2.847,0.0,0.0
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,3.1.1 Monitor Safety Standards (Automated safety checks),2.897,0.266,10.951,0.0,0.0
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,8.2.2 Adjust Attitude,1.417,0.05,5.548,0.0,0.0
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,6.1.1.6 Track Sun Position,1.064,0.233,3.699,0.0,0.0
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,1.1.7.1 Measure Fiber Diameter,0.978,0.103,3.665,0.0,0.0
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,1.2.3 Detect Production Anomalies,0.977,0.102,3.66,0.0,0.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,3.1.2 Report Safety Incidents (Automated logging and reporting),2.201,0.057,8.469,0.0,1.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,1.2.3 Detect Production Anomalies,1.173,0.094,4.264,0.0,1.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,2.3.6 Insulate System Thermally,1.127,0.166,3.875,0.083,1.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,2.3.5 Radiate Heat,1.107,0.099,3.988,0.0,1.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,1.2.1 Collect Real-Time Production Data,1.007,0.082,3.631,0.0,1.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,3.1.3 Implement Policy Changes,3.656,0.079,14.434,0.0,0.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,2.1.5.1 Autonomous Post-Repair Testing,1.629,0.129,6.205,0.0,0.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,2.4.3 Adjust Operations for Radiation Protection,1.585,0.225,5.799,0.0,0.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,7.1.3 Install Hardware Modules,1.331,0.04,5.226,0.0,0.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),0.946,0.195,3.316,0.0,0.0
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),2.512,0.145,9.698,0.0,0.0
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.937,0.27,3.101,0.0,0.0
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,3.2.2 Analyze Safety Data,0.871,0.128,3.177,0.0,0.0
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.768,0.304,2.342,0.0,0.0
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,3.3.1 Monitor Orbital Environment for Debris,0.749,0.104,2.745,0.0,0.0
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",3.2.2 Analyze Safety Data,3.48,0.213,13.407,0.0,0.0
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",6.2.1 Evaluate Performance Metrics (Autonomous analysis),1.585,0.108,6.081,0.0,0.0
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",3.2.3 Implement Safety Measures (Automated actions to mitigate risk),1.194,0.438,3.722,0.0,0.0
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",3.2.1 Detect Safety Hazards (Autonomous hazard detection),1.193,0.267,4.131,0.0,0.0
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",3.3.1 Monitor Orbital Environment for Debris,1.158,0.195,4.166,0.0,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),2.951,0.251,11.199,0.0,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,3.2.2 Analyze Safety Data,0.953,0.298,3.061,0.091,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,3.3.1 Monitor Orbital Environment for Debris,0.947,0.205,3.295,0.0,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),0.935,0.177,3.316,0.0,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,3.3.2 Implement Collision Avoidance Maneuvers,0.829,0.067,3.157,0.0,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,3.3.1 Monitor Orbital Environment for Debris,3.039,0.032,12.08,0.0,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),1.117,0.311,3.722,0.0,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,3.2.2 Analyze Safety Data,1.062,0.157,3.87,0.0,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,1.045,0.088,3.969,0.0,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),0.982,0.256,3.316,0.0,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",3.3.2 Implement Collision Avoidance Maneuvers,2.543,0.065,10.018,0.0,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",1.1.3.2 Rotate Heater Stage,1.288,0.027,5.09,0.0,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",6.1.1.5 Track Stellar Position,1.258,0.243,4.447,0.0,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",4.1.2 Request Resupply (Autonomous resupply request),1.25,0.332,4.203,0.0,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",6.1.1.4 Measure Magnetic Field,1.2,0.147,4.447,0.0,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",3.3.3 Execute End-of-Life Deorbiting Procedures,3.945,0.02,15.734,0.0,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,2.074,0.1,8.054,0.0,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",2.1.5 Test System After Repairs,1.232,0.134,4.587,0.053,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",3.2.1 Detect Safety Hazards (Autonomous hazard detection),0.947,0.197,3.316,0.0,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",1.1.3.1 Hold Heater,0.945,0.086,3.574,0.0,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,4.1.1 Track Resources (Automated tracking),3.33,0.195,12.852,0.0,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,8.2.1 Execute Orbital Maneuvers,0.957,0.156,3.453,0.0,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),0.655,0.089,2.407,0.0,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.528,0.266,1.472,0.0,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,2.1.1 Inspect System,0.415,0.184,1.188,0.077,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",4.1.2 Request Resupply (Autonomous resupply request),4.493,0.343,17.148,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",1.1.3.2 Rotate Heater Stage,2.172,0.151,8.326,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",6.1.1.2 Measure Vibration,2.091,0.237,7.798,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",3.3.2 Implement Collision Avoidance Maneuvers,1.977,0.144,7.562,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",8.1.2 Calculate Orbital Adjustments,1.716,0.224,6.328,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,4.1.3 Receive Resupply,2.947,0.295,11.078,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,4.2.2 Coordinate Resource Transfers (Remote coordination),2.095,0.278,7.712,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.2.7 Rotate Solar Array,1.617,0.0,6.469,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,5.2.1 Receive Remote Commands,1.461,0.187,5.394,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,7.1.4 Verify Hardware Installation,1.129,0.112,4.246,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,4.2.1 Schedule Resupply Operations (Automated scheduling),3.334,0.428,12.31,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,2.3.4 Provide Local Heating,1.843,0.217,6.849,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,4.1.3.2 Update Inventory,1.636,0.257,5.887,0.1,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,4.2.2 Coordinate Resource Transfers (Remote coordination),1.246,0.356,4.131,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,6.1.3 Store Performance Data,1.051,0.055,4.075,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,4.2.2 Coordinate Resource Transfers (Remote coordination),2.997,0.306,11.255,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,4.1.3 Receive Resupply,2.106,0.297,7.712,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.3.4 Provide Local Heating,1.794,0.145,6.828,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.2.7 Rotate Solar Array,1.617,0.0,6.469,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,7.1.4 Verify Hardware Installation,1.39,0.073,5.384,0.0,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),4.034,0.259,15.513,0.0,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,1.2.2 Analyze Production Efficiency,1.35,0.201,4.919,0.0,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,2.1.3.1 Monitor Sensor Data (Remote diagnostics support),1.033,0.476,2.971,0.05,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,2.3.4 Provide Local Heating,0.955,0.178,3.392,0.0,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,4.2.2 Coordinate Resource Transfers (Remote coordination),0.871,0.17,3.079,0.0,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,5.1.1 Initiate System Restarts,2.918,0.0,11.644,0.071,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,1.1.5 Cool/ Anneal Fiber,0.655,0.52,1.34,0.077,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,1.1.9 Adjust Production Parameters (Autonomous feedback loop),0.553,0.12,1.924,0.0,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,3.1.2 Report Safety Incidents (Automated logging and reporting),0.511,0.049,1.924,0.0,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.493,0.388,1.018,0.059,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,5.1.2 Activate Backup Systems,3.132,0.021,12.445,0.083,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,1.1.6.2 Level Wind Spool,1.453,0.279,5.14,0.0,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,1.1.5 Cool/ Anneal Fiber,1.241,0.323,4.152,0.091,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,2.3.4 Provide Local Heating,0.911,0.105,3.392,0.0,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.804,0.422,2.177,0.067,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",5.1.3 Redirect Operations (Reconfiguration after faults),1.736,0.064,6.791,0.0,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",1.1.4 Draw Fiber from Preform,0.62,0.426,1.392,0.167,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",1.1.8 Correct Defects,0.567,0.192,1.807,0.0,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",2.1.2 Calibrate System,0.557,0.34,1.378,0.083,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",7.2.1 Prepare for Software Installation/Update,0.529,0.092,1.895,0.0,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",5.2.1 Receive Remote Commands,3.841,0.278,14.677,0.048,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",4.1.3 Receive Resupply,2.018,0.398,7.114,0.0,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",4.2.2 Coordinate Resource Transfers (Remote coordination),1.742,0.41,5.968,0.043,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",2.2.3 Distribute Power,1.702,0.05,6.689,0.0,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",2.2.7 Rotate Solar Array,1.51,0.058,5.901,0.0,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,5.2.2 Execute Remote Overrides,2.221,0.0,8.882,0.0,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,1.1.3.1 Hold Heater,0.52,0.075,1.899,0.0,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,6.1.1.2 Measure Vibration,0.517,0.211,1.559,0.0,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,1.1.6 Spool Fiber,0.51,0.124,1.742,0.0,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,3.1.2 Report Safety Incidents (Automated logging and reporting),0.496,0.403,0.992,0.062,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,6.1.1 Capture Sensor Data (Automated and continuous),2.239,0.167,8.553,0.0,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,4.1.5 Transfer Preform to Production,0.621,0.252,1.853,0.062,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,1.2.1 Collect Real-Time Production Data,0.55,0.375,1.277,0.056,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,2.1.2 Calibrate System,0.514,0.25,1.429,0.067,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,7.1.1 Receive and Secure Modules in Orbit,0.49,0.016,1.92,0.0,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,6.1.2 Log System Data,3.422,0.216,13.142,0.071,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,2.1.1.1 Conduct Autonomous Diagnostics,1.185,0.483,3.581,0.0,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,3.2.2 Analyze Safety Data,1.067,0.302,3.541,0.0,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.994,0.232,3.42,0.0,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,2.3.2 Regulate System Temperature,0.944,0.246,3.155,0.071,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",6.1.3 Store Performance Data,3.64,0.109,14.278,0.048,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",2.3.1 Monitor Thermal Environment,1.795,0.131,6.863,0.0,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",4.2.1 Schedule Resupply Operations (Automated scheduling),1.295,0.194,4.715,0.0,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",2.2.3 Distribute Power,1.248,0.089,4.776,0.0,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",2.3.4 Provide Local Heating,1.044,0.089,3.963,0.0,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",6.2.1 Evaluate Performance Metrics (Autonomous analysis),3.636,0.118,14.261,0.0,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",3.2.2 Analyze Safety Data,1.633,0.098,6.297,0.0,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",2.4.3 Adjust Operations for Radiation Protection,1.228,0.311,4.169,0.0,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",7.1.3 Install Hardware Modules,1.146,0.089,4.371,0.0,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",8.1.2 Calculate Orbital Adjustments,1.141,0.269,3.918,0.0,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",6.2.2 Identify Performance Bottlenecks,2.736,0.034,10.862,0.0,0.0
