ID,Requirement Name,Requirement Text,Activity Name,Activity Verbs,Activity Nouns,VerbNoun Score,Similarity Score,Combined Score
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",3.2.1 Detect Safety Hazards (Autonomous hazard detection),detect,"safety, hazard, hazard, detection",0.0,0.632,0.442
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",4.1.2 Request Resupply (Autonomous resupply request),,"request, resupply, resupply, request",0.0,0.63,0.441
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",1.2.5 Transmit Data to Ground Control,transmit,"data, ground, control",0.333,0.485,0.439
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",3.1.2 Report Safety Incidents (Automated logging and reporting),automate,"report, safety, incident, logging, reporting",0.0,0.625,0.438
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",2.1.3.1 Monitor Sensor Data (Remote diagnostics support),,"monitor, sensor, datum, diagnostic, support",0.2,0.638,0.506
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",2.1.5 Test System After Repairs,,"test, system, repair",0.333,0.58,0.506
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",7.1.4 Verify Hardware Installation,verify,"hardware, installation",0.5,0.466,0.476
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,adjust,"manufacturing, parameter, condition",0.167,0.607,0.475
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),"coordinate, base","remote, repair, support, ground, intervention",0.2,0.593,0.475
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",4.1.2 Request Resupply (Autonomous resupply request),,"request, resupply, resupply, request",0.0,0.713,0.499
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",2.3.1 Monitor Thermal Environment,monitor,environment,0.5,0.475,0.483
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",3.2.1 Detect Safety Hazards (Autonomous hazard detection),detect,"safety, hazard, hazard, detection",0.0,0.68,0.476
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",3.3.1 Monitor Orbital Environment for Debris,monitor,"environment, debris",0.25,0.571,0.474
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",1.1.9 Adjust Production Parameters (Autonomous feedback loop),,"adjust, production, parameter, feedback, loop",0.0,0.667,0.467
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,3.3.3 Execute End-of-Life Deorbiting Procedures,execute,"end, life, deorbiting, procedure",0.125,0.625,0.475
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,4.1.2 Request Resupply (Autonomous resupply request),,"request, resupply, resupply, request",0.0,0.65,0.455
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.0,0.641,0.449
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),detect,"safety, hazard, hazard, detection",0.0,0.628,0.44
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,2.1.5 Test System After Repairs,,"test, system, repair",0.167,0.556,0.439
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",6.1.1 Capture Sensor Data (Automated and continuous),,"capture, sensor, datum",0.167,0.643,0.5
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",5.1.3 Redirect Operations (Reconfiguration after faults),,"operation, reconfiguration, fault",0.167,0.641,0.499
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,adjust,"manufacturing, parameter, condition",0.167,0.63,0.491
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",7.1.7 Provide Structural Surface,provide,surface,0.5,0.487,0.491
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",7.1.4 Verify Hardware Installation,verify,"hardware, installation",0.5,0.471,0.479
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,8.2.3 Control Attitude Using Reaction Torque,use,"control, attitude, reaction, torque",0.5,0.531,0.521
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,1.1.5 Cool/ Anneal Fiber,,fiber,0.5,0.488,0.492
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.125,0.622,0.473
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,4.2.5 Store Manufactured Product,manufacture,"store, product",0.5,0.455,0.469
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,4.1.2 Request Resupply (Autonomous resupply request),,"request, resupply, resupply, request",0.0,0.605,0.424
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,3.3.1 Monitor Orbital Environment for Debris,monitor,"environment, debris",0.25,0.548,0.459
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,2.3.1 Monitor Thermal Environment,monitor,environment,0.5,0.436,0.455
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,3.3.3 Execute End-of-Life Deorbiting Procedures,execute,"end, life, deorbiting, procedure",0.0,0.629,0.44
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.0,0.618,0.433
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,4.1.2 Request Resupply (Autonomous resupply request),,"request, resupply, resupply, request",0.0,0.611,0.427
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,1.1.5 Cool/ Anneal Fiber,,fiber,0.5,0.577,0.554
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,1.3.2 Detect Off-Nominal Microgravity Conditions,detect,"microgravity, condition",0.25,0.633,0.518
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,2.1.5 Test System After Repairs,,"test, system, repair",0.167,0.666,0.516
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.125,0.681,0.514
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,1.1.7.2 Detect Defects,detect,defect,0.5,0.52,0.514
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,1.1.5 Cool/ Anneal Fiber,,fiber,0.5,0.561,0.543
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.25,0.649,0.529
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,4.1.2 Request Resupply (Autonomous resupply request),,"request, resupply, resupply, request",0.0,0.654,0.458
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),detect,"safety, hazard, hazard, detection",0.0,0.653,0.457
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,2.3.6 Insulate System Thermally,,"insulate, system, thermally",0.167,0.577,0.454
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,4.1.2 Request Resupply (Autonomous resupply request),,"request, resupply, resupply, request",0.25,0.68,0.551
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,4.1.3 Receive Resupply,receive,resupply,0.5,0.485,0.49
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.0,0.652,0.456
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,3.3.3 Execute End-of-Life Deorbiting Procedures,execute,"end, life, deorbiting, procedure",0.0,0.637,0.446
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),detect,"safety, hazard, hazard, detection",0.0,0.63,0.441
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",2.3.4 Provide Local Heating,provide,heating,0.5,0.406,0.434
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",7.1.7 Provide Structural Surface,provide,surface,0.5,0.406,0.434
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",2.1.5 Test System After Repairs,,"test, system, repair",0.167,0.543,0.43
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.0,0.607,0.425
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",3.2.1 Detect Safety Hazards (Autonomous hazard detection),detect,"safety, hazard, hazard, detection",0.0,0.592,0.415
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,6.1.1 Capture Sensor Data (Automated and continuous),,"capture, sensor, datum",0.167,0.541,0.429
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),"implement, automate, mitigate","safety, measure, action, risk",0.0,0.602,0.421
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.0,0.595,0.416
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),detect,"safety, hazard, hazard, detection",0.0,0.594,0.416
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,3.3.3 Execute End-of-Life Deorbiting Procedures,execute,"end, life, deorbiting, procedure",0.0,0.588,0.412
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,7.1.7 Provide Structural Surface,provide,surface,0.5,0.476,0.483
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,5.1.3 Redirect Operations (Reconfiguration after faults),,"operation, reconfiguration, fault",0.167,0.588,0.462
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,2.3.4 Provide Local Heating,provide,heating,0.5,0.443,0.46
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),"implement, automate, mitigate","safety, measure, action, risk",0.0,0.654,0.458
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),detect,"safety, hazard, hazard, detection",0.0,0.646,0.452
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",6.1.1 Capture Sensor Data (Automated and continuous),,"capture, sensor, datum",0.167,0.593,0.465
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.0,0.659,0.461
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",4.1.2 Request Resupply (Autonomous resupply request),,"request, resupply, resupply, request",0.0,0.646,0.452
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",2.2.6 Manage Electrical Power,manage,power,0.5,0.422,0.445
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",3.1.2 Report Safety Incidents (Automated logging and reporting),automate,"report, safety, incident, logging, reporting",0.0,0.634,0.444
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",3.1.2 Report Safety Incidents (Automated logging and reporting),automate,"report, safety, incident, logging, reporting",0.0,0.619,0.433
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",3.2.1 Detect Safety Hazards (Autonomous hazard detection),detect,"safety, hazard, hazard, detection",0.0,0.611,0.428
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.0,0.611,0.428
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",7.2.4 Verify Software Installation,verify,"software, installation",0.5,0.396,0.427
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",2.3.6 Insulate System Thermally,,"insulate, system, thermally",0.167,0.535,0.425
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,4.1.2 Request Resupply (Autonomous resupply request),,"request, resupply, resupply, request",0.25,0.639,0.522
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,4.1.3 Receive Resupply,receive,resupply,0.5,0.465,0.476
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.0,0.65,0.455
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,5.1.3 Redirect Operations (Reconfiguration after faults),,"operation, reconfiguration, fault",0.0,0.633,0.443
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,2.1.5 Test System After Repairs,,"test, system, repair",0.167,0.555,0.439
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.1.5 Test System After Repairs,,"test, system, repair",0.5,0.527,0.519
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",7.1.1 Receive and Secure Modules in Orbit,"receive, secure","module, orbit",0.25,0.544,0.456
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",3.3.3 Execute End-of-Life Deorbiting Procedures,execute,"end, life, deorbiting, procedure",0.0,0.651,0.456
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.1.4.1 Initiate Autonomous Repairs (Remote or autonomous actions),initiate,"repair, action",0.25,0.533,0.448
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.0,0.635,0.444
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.2.5 Transmit Data to Ground Control,transmit,"data, ground, control",0.5,0.548,0.534
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.2.5.3 Transmit Low Rate Signal,transmit,"rate, signal",0.5,0.516,0.511
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.2.4 Transmit Launch Vehicle Power,transmit,"launch, vehicle, power",0.5,0.515,0.511
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.2.1 Collect Real-Time Production Data,collect,"time, production, datum",0.333,0.575,0.503
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,5.2.1.2 Transmit RF Signal,transmit,"rf, signal",0.5,0.474,0.482
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,5.2.1 Receive Remote Commands,receive,command,1.0,0.41,0.587
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,6.1.1.3 Receive GPS Signal,receive,"gps, signal",0.5,0.463,0.474
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,1.2.5 Transmit Data to Ground Control,transmit,"data, ground, control",0.333,0.526,0.468
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,4.1.3 Receive Resupply,receive,resupply,0.5,0.452,0.466
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,5.2.1.1 Receive RF Signal,receive,"rf, signal",0.5,0.451,0.466
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.2.5 Transmit Data to Ground Control,transmit,"data, ground, control",0.667,0.575,0.602
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.2.1 Collect Real-Time Production Data,collect,"time, production, datum",0.333,0.602,0.522
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.2.5.3 Transmit Low Rate Signal,transmit,"rate, signal",0.5,0.521,0.515
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.2.4 Transmit Launch Vehicle Power,transmit,"launch, vehicle, power",0.5,0.508,0.506
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,5.2.1.2 Transmit RF Signal,transmit,"rf, signal",0.5,0.504,0.503
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,4.1.2 Request Resupply (Autonomous resupply request),,"request, resupply, resupply, request",0.0,0.64,0.448
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,8.2.3 Control Attitude Using Reaction Torque,use,"control, attitude, reaction, torque",0.125,0.576,0.441
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,3.3.3 Execute End-of-Life Deorbiting Procedures,execute,"end, life, deorbiting, procedure",0.0,0.624,0.437
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,6.1.1 Capture Sensor Data (Automated and continuous),,"capture, sensor, datum",0.167,0.552,0.437
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),detect,"safety, hazard, hazard, detection",0.0,0.62,0.434
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,1.1.5 Cool/ Anneal Fiber,,fiber,0.5,0.548,0.534
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,4.1.2 Request Resupply (Autonomous resupply request),,"request, resupply, resupply, request",0.0,0.717,0.502
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.125,0.648,0.491
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),detect,"safety, hazard, hazard, detection",0.0,0.692,0.484
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),generate,"optimization, suggestion, optimization, algorithm",0.0,0.679,0.475
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,1.1.5 Cool/ Anneal Fiber,,fiber,0.5,0.508,0.505
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.125,0.642,0.487
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,8.2.3 Control Attitude Using Reaction Torque,use,"control, attitude, reaction, torque",0.125,0.627,0.477
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,4.1.4 Store Preform at Target Parameters,,"store, preform, target, parameter",0.125,0.611,0.465
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,4.1.2 Request Resupply (Autonomous resupply request),,"request, resupply, resupply, request",0.0,0.642,0.449
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",1.1.4 Draw Fiber from Preform,draw,"fiber, preform",0.5,0.556,0.539
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",1.1.5 Cool/ Anneal Fiber,,fiber,0.5,0.535,0.525
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.125,0.662,0.501
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",1.1.3.3 Hold Preform,hold,preform,0.5,0.489,0.492
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",4.1.4 Store Preform at Target Parameters,,"store, preform, target, parameter",0.125,0.63,0.478
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),"coordinate, base","remote, repair, support, ground, intervention",0.45,0.625,0.572
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",7.1.7 Provide Structural Surface,provide,surface,0.5,0.517,0.512
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",1.2.5 Transmit Data to Ground Control,transmit,"data, ground, control",0.333,0.584,0.509
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",3.3.3 Execute End-of-Life Deorbiting Procedures,execute,"end, life, deorbiting, procedure",0.0,0.71,0.497
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",2.3.4 Provide Local Heating,provide,heating,0.5,0.492,0.495
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,4.2.5 Store Manufactured Product,manufacture,"store, product",0.75,0.396,0.502
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),"implement, automate, mitigate","safety, measure, action, risk",0.0,0.61,0.427
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),prepare,"fiber, transport, handling, packaging",0.0,0.59,0.413
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,2.1.5 Test System After Repairs,,"test, system, repair",0.167,0.513,0.409
