ID,Requirement Name,Requirement Text,Activity Name,Combined Score,Dense Semantic,BM25 Score,Syntactic Score,Domain Weighted,Query Expansion
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.2.5 Transmit Data to Ground Control,3.119,0.575,7.411,0.247,0.012,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,5.2.1.2 Transmit RF Signal,2.042,0.504,4.785,0.183,0.0,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,6.1.1 Capture Sensor Data (Automated and continuous),3.859,0.552,9.326,0.115,0.005,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,2.1.5.2 Remote Monitoring of Repair Testing,2.138,0.468,5.025,0.226,0.004,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,2.1.3.1 Monitor Sensor Data (Remote diagnostics support),1.874,0.556,4.35,0.144,0.005,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,1.1.5 Cool/ Anneal Fiber,1.258,0.548,2.82,0.052,0.065,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,1.1.6 Spool Fiber,1.245,0.481,2.82,0.053,0.065,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,1.1.4 Draw Fiber from Preform,1.167,0.505,2.583,0.135,0.065,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,1.1.7.1 Measure Fiber Diameter,3.516,0.484,8.495,0.091,0.04,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,4.1.4 Store Preform at Target Parameters,2.152,0.611,5.025,0.129,0.004,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,7.1.5 Control Antenna Position,1.585,0.545,3.652,0.091,0.011,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",1.1.4 Draw Fiber from Preform,2.937,0.556,6.966,0.168,0.07,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",1.1.3 Heat Preform,2.025,0.49,4.785,0.064,0.016,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",1.1.3.3 Hold Preform,2.015,0.489,4.785,0.0,0.016,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),4.436,0.625,10.717,0.149,0.01,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",2.1.5.2 Remote Monitoring of Repair Testing,3.692,0.548,8.904,0.135,0.005,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",1.2.5 Transmit Data to Ground Control,3.581,0.584,8.582,0.18,0.02,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,4.2.5 Store Manufactured Product,3.235,0.396,7.857,0.056,0.022,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,3.1.1.1 Conduct Autonomous Safety Inspections,2.302,0.419,5.453,0.242,0.004,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,6.1.1 Capture Sensor Data (Automated and continuous),1.867,0.526,4.364,0.106,0.0,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),4.661,0.611,11.303,0.11,0.006,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,1.2.2 Analyze Production Efficiency,3.605,0.488,8.692,0.165,0.029,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,1.1.7.2 Detect Defects,2.336,0.462,5.567,0.105,0.005,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,1.2.3 Detect Production Anomalies,4.225,0.482,10.295,0.062,0.005,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,5.1.1 Initiate System Restarts,2.48,0.429,5.853,0.029,0.243,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,3.3.3 Execute End-of-Life Deorbiting Procedures,2.013,0.627,4.663,0.138,0.008,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",4.2.4 Secure Docking Connection,1.948,0.493,4.585,0.104,0.0,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",3.1.3 Implement Policy Changes,1.944,0.439,4.585,0.152,0.0,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",1.2.5.4 Amplify Low Rate Transmission,1.908,0.493,4.445,0.207,0.005,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",7.1.1 Receive and Secure Modules in Orbit,1.901,0.519,4.445,0.112,0.012,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",2.1.5 Test System After Repairs,0.308,0.529,0.405,0.108,0.122,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",1.2.4 Generate Production Reports,2.153,0.434,5.099,0.18,0.0,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",2.2.1 Generate Solar Power,2.152,0.426,5.099,0.18,0.0,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),1.759,0.597,4.071,0.074,0.0,0.0
F.7,F.7 Timeliness,The system shall ensure timely execution of manufacturing processes and respond promptly to operational commands and events.,5.2.1 Receive Remote Commands,2.149,0.413,5.099,0.158,0.018,0.0
F.7,F.7 Timeliness,The system shall ensure timely execution of manufacturing processes and respond promptly to operational commands and events.,4.2.5 Store Manufactured Product,1.762,0.362,4.205,0.051,0.0,0.0
F.7,F.7 Timeliness,The system shall ensure timely execution of manufacturing processes and respond promptly to operational commands and events.,2.1.5 Test System After Repairs,0.337,0.515,0.405,0.05,0.324,0.0
F.6,F.6 Risk Management,"The system shall implement risk management strategies that reduce identified operational hazards by at least 90%, ensuring mission success, as verified through a risk assessment showing a reduction in risk exposure by 90% or more and achieving a residual risk level of less than 5% of the total risk exposure.",3.2.3 Implement Safety Measures (Automated actions to mitigate risk),3.297,0.63,7.854,0.188,0.005,0.0
F.6,F.6 Risk Management,"The system shall implement risk management strategies that reduce identified operational hazards by at least 90%, ensuring mission success, as verified through a risk assessment showing a reduction in risk exposure by 90% or more and achieving a residual risk level of less than 5% of the total risk exposure.",3.2.1 Detect Safety Hazards (Autonomous hazard detection),2.781,0.646,6.583,0.121,0.002,0.0
F.6,F.6 Risk Management,"The system shall implement risk management strategies that reduce identified operational hazards by at least 90%, ensuring mission success, as verified through a risk assessment showing a reduction in risk exposure by 90% or more and achieving a residual risk level of less than 5% of the total risk exposure.",6.2.2 Identify Performance Bottlenecks,2.49,0.538,5.912,0.118,0.0,0.0
F.5,F.5 Scientific Experimentation,The system shall enable scientific experiments in microgravity alongside manufacturing operations.,1.3.1 Monitor Microgravity Conditions,1.954,0.447,4.585,0.177,0.022,0.0
F.5,F.5 Scientific Experimentation,The system shall enable scientific experiments in microgravity alongside manufacturing operations.,1.3.2 Detect Off-Nominal Microgravity Conditions,1.842,0.523,4.229,0.275,0.022,0.0
F.5,F.5 Scientific Experimentation,The system shall enable scientific experiments in microgravity alongside manufacturing operations.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,1.421,0.575,3.126,0.319,0.041,0.0
F.4,F.4 Packaging and Storage,The system shall package and store completed ZBLAN fibers for return to Earth.,8.2.6 Store Propellant,2.014,0.496,4.785,0.0,0.005,0.0
F.4,F.4 Packaging and Storage,The system shall package and store completed ZBLAN fibers for return to Earth.,8.2.4 Store Pressurant,2.014,0.495,4.785,0.0,0.005,0.0
F.4,F.4 Packaging and Storage,The system shall package and store completed ZBLAN fibers for return to Earth.,6.1.3 Store Performance Data,1.853,0.496,4.383,0.0,0.005,0.0
F.3,F.3 Real-Time Monitoring,"The system shall monitor and adjust manufacturing parameters in real-time with a response time of less than 500 ms to maintain product quality, as verified through operational testing and quality control data.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,4.717,0.624,11.376,0.258,0.018,0.0
F.3,F.3 Real-Time Monitoring,"The system shall monitor and adjust manufacturing parameters in real-time with a response time of less than 500 ms to maintain product quality, as verified through operational testing and quality control data.",1.2.1 Collect Real-Time Production Data,4.48,0.58,10.826,0.195,0.02,0.0
F.3,F.3 Real-Time Monitoring,"The system shall monitor and adjust manufacturing parameters in real-time with a response time of less than 500 ms to maintain product quality, as verified through operational testing and quality control data.",8.1.1 Monitor Orbital Parameters,3.552,0.472,8.591,0.132,0.008,0.0
F.2,F.2 Fiber Drawing,The system shall draw ZBLAN fibers from the heated preform at a consistent rate.,1.1.4 Draw Fiber from Preform,5.106,0.486,12.413,0.195,0.074,0.0
F.2,F.2 Fiber Drawing,The system shall draw ZBLAN fibers from the heated preform at a consistent rate.,1.1.3 Heat Preform,2.008,0.451,4.785,0.0,0.016,0.0
F.2,F.2 Fiber Drawing,The system shall draw ZBLAN fibers from the heated preform at a consistent rate.,1.1.3.3 Hold Preform,2.004,0.431,4.785,0.0,0.016,0.0
F.1,F.1 Secondary Missions,The system shall support secondary missions without compromising primary ZBLAN fiber production objectives.,7.1.8 Support Platform Structure,1.734,0.518,4.047,0.069,0.006,0.0
F.1,F.1 Secondary Missions,The system shall support secondary missions without compromising primary ZBLAN fiber production objectives.,2.1.3.1 Monitor Sensor Data (Remote diagnostics support),1.442,0.629,3.231,0.149,0.006,0.0
F.1,F.1 Secondary Missions,The system shall support secondary missions without compromising primary ZBLAN fiber production objectives.,1.2.3 Detect Production Anomalies,1.44,0.55,3.245,0.173,0.032,0.0
C.11,C.11 Technology Readiness,All components of the system shall be at Technology Readiness Level (TRL) 6 or higher before integration into the final system.,1.2.5.2 Amplify High Rate Transmission,2.316,0.488,5.453,0.251,0.0,0.0
C.11,C.11 Technology Readiness,All components of the system shall be at Technology Readiness Level (TRL) 6 or higher before integration into the final system.,1.1.6.2 Level Wind Spool,2.073,0.489,4.819,0.3,0.011,0.0
C.11,C.11 Technology Readiness,All components of the system shall be at Technology Readiness Level (TRL) 6 or higher before integration into the final system.,2.4.1 Monitor Radiation Levels,2.046,0.434,4.819,0.2,0.011,0.0
C.10,C.10 Economic Viability,The system shall demonstrate a positive return on investment within 5 years of full operational capability.,2.1.5 Test System After Repairs,0.327,0.546,0.405,0.114,0.195,0.0
C.10,C.10 Economic Viability,The system shall demonstrate a positive return on investment within 5 years of full operational capability.,2.3.2 Regulate System Temperature,0.306,0.441,0.405,0.114,0.195,0.0
C.9,C.9 End-of-Life Management,The system shall have a defined end-of-life plan that includes safe deorbiting or repurposing of at least 90% of its components.,3.3.3 Execute End-of-Life Deorbiting Procedures,5.802,0.681,14.088,0.181,0.019,0.0
C.9,C.9 End-of-Life Management,The system shall have a defined end-of-life plan that includes safe deorbiting or repurposing of at least 90% of its components.,2.1.5 Test System After Repairs,0.328,0.582,0.405,0.072,0.195,0.0
C.9,C.9 End-of-Life Management,The system shall have a defined end-of-life plan that includes safe deorbiting or repurposing of at least 90% of its components.,2.3.6 Insulate System Thermally,0.302,0.498,0.405,0.012,0.195,0.0
C.8,C.8 Regulatory Compliance,The system shall adhere to international space treaties and regulations governing manufacturing in orbit.,7.1.1 Receive and Secure Modules in Orbit,1.909,0.557,4.445,0.089,0.032,0.0
C.8,C.8 Regulatory Compliance,The system shall adhere to international space treaties and regulations governing manufacturing in orbit.,4.2.5 Store Manufactured Product,1.766,0.405,4.205,0.02,0.0,0.0
C.8,C.8 Regulatory Compliance,The system shall adhere to international space treaties and regulations governing manufacturing in orbit.,2.1.5 Test System After Repairs,0.357,0.559,0.405,0.12,0.324,0.0
C.7,C.7 Payload Interference,"The system shall not interfere with other payloads or operations on the host platform, if the system is being hosted.",7.1.8 Support Platform Structure,1.852,0.437,4.383,0.06,0.014,0.0
C.7,C.7 Payload Interference,"The system shall not interfere with other payloads or operations on the host platform, if the system is being hosted.",5.1.3 Redirect Operations (Reconfiguration after faults),1.367,0.591,3.078,0.079,0.031,0.0
C.7,C.7 Payload Interference,"The system shall not interfere with other payloads or operations on the host platform, if the system is being hosted.",2.4.3 Adjust Operations for Radiation Protection,1.348,0.466,3.078,0.119,0.031,0.0
C.6,C.6 Environmental Impact,"The system shall comply with ISO 24113:2019 Space Debris Mitigation Requirements by preventing the generation of debris larger than 1 mm during its operational lifetime and ensuring end-of-life disposal via controlled re-entry within 25 years or transfer to a disposal orbit with a minimum perigee altitude of 2,000 km, as verified through orbital decay analysis.",3.3.3 Execute End-of-Life Deorbiting Procedures,3.777,0.698,9.027,0.169,0.004,0.0
C.6,C.6 Environmental Impact,"The system shall comply with ISO 24113:2019 Space Debris Mitigation Requirements by preventing the generation of debris larger than 1 mm during its operational lifetime and ensuring end-of-life disposal via controlled re-entry within 25 years or transfer to a disposal orbit with a minimum perigee altitude of 2,000 km, as verified through orbital decay analysis.",3.3.1 Monitor Orbital Environment for Debris,3.712,0.66,8.904,0.119,0.004,0.0
C.6,C.6 Environmental Impact,"The system shall comply with ISO 24113:2019 Space Debris Mitigation Requirements by preventing the generation of debris larger than 1 mm during its operational lifetime and ensuring end-of-life disposal via controlled re-entry within 25 years or transfer to a disposal orbit with a minimum perigee altitude of 2,000 km, as verified through orbital decay analysis.",8.2.5 Transfer Propellant,2.109,0.499,5.006,0.04,0.004,0.0
C.5,C.5 Approved Materials,The system shall use only materials and processes approved for use in the space environment.,2.3.1 Monitor Thermal Environment,1.923,0.367,4.585,0.089,0.013,0.0
C.5,C.5 Approved Materials,The system shall use only materials and processes approved for use in the space environment.,3.3.1 Monitor Orbital Environment for Debris,1.825,0.528,4.229,0.169,0.013,0.0
C.5,C.5 Approved Materials,The system shall use only materials and processes approved for use in the space environment.,2.1.5 Test System After Repairs,0.325,0.506,0.405,0.149,0.195,0.0
C.4,C.4 National Goals,"The system shall demonstrate compatibility with at least 90% of technical standards and objectives outlined in the latest published guidance from relevant government agencies (e.g., NASA's Exploration Goals), verified through compliance assessments and interface certifications.",7.1.4 Verify Hardware Installation,1.482,0.46,3.435,0.105,0.0,0.0
C.4,C.4 National Goals,"The system shall demonstrate compatibility with at least 90% of technical standards and objectives outlined in the latest published guidance from relevant government agencies (e.g., NASA's Exploration Goals), verified through compliance assessments and interface certifications.",7.2.4 Verify Software Installation,1.481,0.456,3.435,0.105,0.0,0.0
C.4,C.4 National Goals,"The system shall demonstrate compatibility with at least 90% of technical standards and objectives outlined in the latest published guidance from relevant government agencies (e.g., NASA's Exploration Goals), verified through compliance assessments and interface certifications.",2.1.5 Test System After Repairs,0.318,0.588,0.405,0.093,0.122,0.0
C.3,C.3 Power Budget,The system shall operate within the power budget allocated by the host space platform if it is being hosted,7.1.8 Support Platform Structure,1.863,0.477,4.383,0.075,0.014,0.0
C.3,C.3 Power Budget,The system shall operate within the power budget allocated by the host space platform if it is being hosted,2.2.2 Condition Power,1.743,0.395,4.119,0.075,0.023,0.0
C.3,C.3 Power Budget,The system shall operate within the power budget allocated by the host space platform if it is being hosted,2.2.3 Distribute Power,1.74,0.398,4.119,0.05,0.023,0.0
C.2,C.2 Debris Mitigation,The system shall adhere to international space debris mitigation guidelines.,3.3.1 Monitor Orbital Environment for Debris,2.158,0.578,5.025,0.196,0.016,0.0
C.2,C.2 Debris Mitigation,The system shall adhere to international space debris mitigation guidelines.,6.1.2 Log System Data,0.357,0.516,0.405,0.29,0.243,0.0
C.2,C.2 Debris Mitigation,The system shall adhere to international space debris mitigation guidelines.,2.1.5 Test System After Repairs,0.345,0.565,0.405,0.142,0.243,0.0
C.1,C.1 Safety Compliance,The system shall comply with all relevant NASA safety standards for operation on crewed space platforms.,3.1.1 Monitor Safety Standards (Automated safety checks),2.015,0.571,4.683,0.167,0.014,0.0
C.1,C.1 Safety Compliance,The system shall comply with all relevant NASA safety standards for operation on crewed space platforms.,7.1.8 Support Platform Structure,1.856,0.451,4.383,0.07,0.012,0.0
C.1,C.1 Safety Compliance,The system shall comply with all relevant NASA safety standards for operation on crewed space platforms.,3.2.2 Analyze Safety Data,1.792,0.444,4.205,0.119,0.014,0.0
