ID,Requirement Name,Requirement Text,Activity Name,Combined Score,Semantic Score,Bm25 Score,Lexical Score,Domain Score,Length_norm Score
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.1.3 Heat Preform,0.237,0.075,0.704,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.1.4 Draw Fiber from Preform,0.401,0.292,0.859,0.1,0.107,0.204
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.1.5 Cool/ Anneal Fiber,0.304,0.386,0.413,0.111,0.107,0.25
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.1.6 Spool Fiber,0.244,0.427,0.165,0.111,0.107,0.25
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.1.7 Monitor Fiber Quality,0.296,0.256,0.552,0.1,0.107,0.204
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.1.8 Correct Defects,0.321,0.083,0.974,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.1.9 Adjust Production Parameters (Autonomous feedback loop),0.32,0.203,0.723,0.077,0.087,0.144
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.2.1 Collect Real-Time Production Data,0.315,0.128,0.79,0.083,0.087,0.158
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.2.2 Analyze Production Efficiency,0.26,0.15,0.564,0.1,0.087,0.204
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.2.3 Detect Production Anomalies,0.438,0.123,1.19,0.1,0.087,0.204
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.2.4 Generate Production Reports,0.224,0.043,0.569,0.1,0.087,0.204
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.3.1 Monitor Microgravity Conditions,0.26,0.479,0.211,0.1,0.026,0.204
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.3.2 Detect Off-Nominal Microgravity Conditions,0.236,0.464,0.157,0.091,0.026,0.177
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.1.2 Calibrate System,0.311,0.175,0.556,0.111,0.359,0.25
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.1.3 Detect Faults,0.208,-0.029,0.727,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.1.4 Repair System,0.347,0.057,0.814,0.111,0.359,0.25
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.1.5 Test System After Repairs,0.218,0.046,0.409,0.1,0.359,0.204
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.3.2 Regulate System Temperature,0.283,0.091,0.573,0.1,0.359,0.204
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.4.1 Monitor Radiation Levels,0.231,0.127,0.621,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.4.3 Adjust Operations for Radiation Protection,0.279,0.207,0.687,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,3.1.2 Report Safety Incidents (Automated logging and reporting),0.292,0.06,0.903,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,3.1.3 Implement Policy Changes,0.211,0.054,0.641,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.24,0.436,0.176,0.077,0.107,0.144
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,5.1.1 Initiate System Restarts,0.279,-0.005,0.671,0.1,0.359,0.204
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,5.1.2 Activate Backup Systems,0.315,0.084,0.687,0.1,0.359,0.204
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,5.1.3 Redirect Operations (Reconfiguration after faults),0.248,-0.009,0.838,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,7.1.3 Install Hardware Modules,0.209,-0.022,0.723,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,7.2.1 Prepare for Software Installation/Update,0.22,0.01,0.723,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,7.2.2 Upload Software,0.253,0.02,0.819,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,8.2.2 Adjust Attitude,0.223,0.077,0.652,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.1.6.3 Measure Tension,0.273,0.263,0.603,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.2.5.2 Amplify High Rate Transmission,0.223,0.182,0.532,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.2.5.3 Transmit Low Rate Signal,0.209,0.119,0.559,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.2.5.4 Amplify Low Rate Transmission,0.225,0.165,0.559,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.2.4 Transmit Launch Vehicle Power,0.218,0.167,0.532,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.3.3 Transfer Heat Away,0.238,0.162,0.603,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.3.5 Radiate Heat,0.246,0.089,0.717,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.3.6 Insulate System Thermally,0.335,0.14,0.69,0.1,0.359,0.204
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,6.1.1.6 Track Sun Position,0.227,0.033,0.717,0.0,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.1.7.1 Measure Fiber Diameter,0.38,0.376,0.69,0.1,0.107,0.204
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,4.1.4 Store Preform at Target Parameters,0.357,0.119,1.053,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.1.3 Heat Preform,0.29,0.365,0.54,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.1.8 Correct Defects,0.222,0.119,0.602,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.2.1 Collect Real-Time Production Data,0.232,0.174,0.569,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.2.3 Detect Production Anomalies,0.252,0.187,0.621,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.2.4 Generate Production Reports,0.437,0.055,1.391,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.2.5 Transmit Data to Ground Control,0.233,0.132,0.623,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.3.1 Monitor Microgravity Conditions,0.239,0.15,0.54,0.077,0.03,0.174
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.3.2 Detect Off-Nominal Microgravity Conditions,0.248,0.148,0.58,0.071,0.03,0.151
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.361,0.349,0.725,0.067,0.03,0.135
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.1.1 Inspect System,0.324,0.224,0.539,0.083,0.408,0.213
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.1.2 Calibrate System,0.24,0.257,0.219,0.083,0.408,0.213
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.1.4 Repair System,0.226,0.249,0.182,0.083,0.408,0.213
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.1.5 Test System After Repairs,0.265,0.169,0.415,0.077,0.408,0.174
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.2.3 Distribute Power,0.226,0.196,0.526,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.3.1 Monitor Thermal Environment,0.219,0.44,0.136,0.077,0.022,0.174
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.3.2 Regulate System Temperature,0.447,0.543,0.586,0.077,0.408,0.174
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.4.1 Monitor Radiation Levels,0.256,0.2,0.621,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,3.2.2 Analyze Safety Data,0.265,0.239,0.606,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,4.1.2 Request Resupply (Autonomous resupply request),0.206,0.139,0.525,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.237,0.226,0.526,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,5.1.3 Redirect Operations (Reconfiguration after faults),0.246,0.131,0.569,0.071,0.074,0.151
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.29,0.243,0.681,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),0.246,0.206,0.58,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,7.1.2 Prepare for Hardware Installation,0.22,0.138,0.573,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,8.1.1 Monitor Orbital Parameters,0.225,0.123,0.606,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.3.5 Radiate Heat,0.372,0.447,0.717,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.3.6 Insulate System Thermally,0.458,0.483,0.69,0.077,0.408,0.174
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,6.1.1.4 Measure Magnetic Field,0.247,0.066,0.748,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,6.1.1.6 Track Sun Position,0.257,0.104,0.734,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,7.1.8 Support Platform Structure,0.222,0.131,0.586,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.1.4.1 Initiate Autonomous Repairs (Remote or autonomous actions),0.222,0.151,0.563,0.0,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,4.1.3.1 Coordinate Automated Resource Transfer,0.248,0.205,0.586,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.1.3 Heat Preform,0.212,0.145,0.54,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.1.4 Draw Fiber from Preform,0.224,0.017,0.726,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.1.6 Spool Fiber,0.258,0.166,0.666,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.1.8 Correct Defects,0.282,0.29,0.602,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.2.1 Collect Real-Time Production Data,0.244,0.21,0.569,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.2.2 Analyze Production Efficiency,0.308,0.156,0.846,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.2.3 Detect Production Anomalies,0.269,0.236,0.621,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.2.4 Generate Production Reports,0.256,0.062,0.783,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.2.5 Transmit Data to Ground Control,0.534,0.169,1.585,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.3.1 Monitor Microgravity Conditions,0.23,0.156,0.586,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.3.2 Detect Off-Nominal Microgravity Conditions,0.382,0.165,1.034,0.04,0.018,0.104
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.1 Inspect System,0.361,0.25,0.699,0.043,0.331,0.147
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.2 Calibrate System,0.314,0.233,0.563,0.043,0.331,0.147
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.3 Detect Faults,0.319,0.386,0.556,0.043,0.022,0.147
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.4 Repair System,0.422,0.543,0.56,0.043,0.331,0.147
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.5 Test System After Repairs,0.432,0.429,0.732,0.042,0.331,0.12
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.2.2 Condition Power,0.275,0.174,0.713,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.3.1 Monitor Thermal Environment,0.215,0.112,0.585,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.3.2 Regulate System Temperature,0.358,0.176,0.781,0.042,0.331,0.12
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.4.1 Monitor Radiation Levels,0.292,0.147,0.802,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.4.2 Analyze Radiation Exposure Data,0.208,0.085,0.595,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",3.1.1 Monitor Safety Standards (Automated safety checks),0.225,0.476,0.195,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",3.1.3 Implement Policy Changes,0.216,0.127,0.573,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",3.2.2 Analyze Safety Data,0.287,0.301,0.606,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.306,0.394,0.56,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",3.3.1 Monitor Orbital Environment for Debris,0.229,0.117,0.626,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",3.3.3 Execute End-of-Life Deorbiting Procedures,0.221,0.246,0.449,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",4.1.2 Request Resupply (Autonomous resupply request),0.237,0.294,0.449,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.249,0.204,0.591,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",5.1.2 Activate Backup Systems,0.214,0.254,0.211,0.042,0.331,0.12
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",5.1.3 Redirect Operations (Reconfiguration after faults),0.303,0.335,0.569,0.04,0.022,0.104
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",6.1.2 Log System Data,0.206,0.239,0.203,0.042,0.331,0.12
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.318,0.239,0.681,0.08,0.06,0.187
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",6.2.2 Identify Performance Bottlenecks,0.219,0.112,0.543,0.042,0.032,0.12
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",7.1.1 Receive and Secure Modules in Orbit,0.259,0.278,0.539,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",7.1.4 Verify Hardware Installation,0.364,0.23,0.876,0.042,0.055,0.12
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",7.2.3 Install/Activate Software,0.201,0.044,0.618,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",7.2.4 Verify Software Installation,0.236,0.12,0.58,0.042,0.055,0.12
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",8.1.1 Monitor Orbital Parameters,0.278,0.113,0.793,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",8.1.3 Monitor Attitude,0.213,0.058,0.644,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.1.3.1 Hold Heater,0.208,0.234,0.421,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.3.6 Insulate System Thermally,0.347,0.209,0.707,0.042,0.331,0.12
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",4.2.4 Secure Docking Connection,0.242,0.107,0.681,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",5.2.1.2 Transmit RF Signal,0.295,-0.05,1.041,0.0,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.1.2 Monitor System Health,0.203,0.404,0.0,0.042,0.331,0.12
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.5.2 Remote Monitoring of Repair Testing,0.21,0.439,0.142,0.04,0.015,0.104
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",4.1.3.1 Coordinate Automated Resource Transfer,0.361,0.196,0.977,0.0,0.0,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,1.2.5 Transmit Data to Ground Control,0.206,0.205,0.447,0.0,0.0,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,1.3.1 Monitor Microgravity Conditions,0.496,0.221,1.394,0.0,0.0,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,1.3.2 Detect Off-Nominal Microgravity Conditions,0.281,0.286,0.604,0.0,0.0,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.215,0.175,0.512,0.0,0.0,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,2.1.1 Inspect System,0.354,0.233,0.626,0.083,0.41,0.213
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,2.1.2 Calibrate System,0.212,0.176,0.219,0.083,0.41,0.213
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,2.1.3 Detect Faults,0.24,0.208,0.556,0.0,0.0,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,2.1.4 Repair System,0.246,0.305,0.182,0.083,0.41,0.213
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,2.1.5 Test System After Repairs,0.339,0.224,0.595,0.077,0.41,0.174
